,created_at,_id,author.location,geo.place.country,in_reply_to_user.location,Unnamed: 5,Unnamed: 6,country,latitude,longitude
52,2023-02-24T08:01:21.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
53,2023-02-24T08:01:17.000Z,1.62903e+18,İnternet,undefined,undefined,,,İnternet,5.56576695,-73.1852365
54,2023-02-24T08:01:11.000Z,1.62903e+18,İnternet,undefined,undefined,,,İnternet,5.56576695,-73.1852365
55,2023-02-24T08:01:06.000Z,1.62903e+18,İnternet,undefined,undefined,,,İnternet,5.56576695,-73.1852365
56,2023-02-24T08:01:03.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
57,2023-02-24T08:01:00.000Z,1.62903e+18,bursa,undefined,undefined,,,NA,-23.2335499,17.3231107
58,2023-02-24T08:01:00.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
59,2023-02-24T08:00:58.000Z,1.62903e+18,Türkiye,undefined,undefined,,,Turkey,38.9597594,34.9249653
60,2023-02-24T08:00:57.000Z,1.62903e+18,Syria- Damascus,undefined,undefined,,,NA,-23.2335499,17.3231107
61,2023-02-24T08:00:49.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
62,2023-02-24T08:00:49.000Z,1.62903e+18,دولة قطر,undefined,undefined,,,دولة,34.1448962,72.2188655
63,2023-02-24T08:00:49.000Z,1.62903e+18,undefined,Turkey,undefined,,,NA,-23.2335499,17.3231107
64,2023-02-24T08:00:48.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
65,2023-02-24T08:00:44.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
66,2023-02-24T08:00:44.000Z,1.62903e+18,"Washington, DC",undefined,undefined,,,United States of America,39.7837304,-100.445882
67,2023-02-24T08:00:42.000Z,1.62903e+18,Antakya,undefined,undefined,,,Turkey,38.9597594,34.9249653
68,2023-02-24T08:00:41.000Z,1.62903e+18,"İstanbul, Türkiye",undefined,undefined,,,İstanbul,41.0091982,28.9662187
69,2023-02-24T08:00:41.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
70,2023-02-24T08:00:40.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
71,2023-02-24T08:00:40.000Z,1.62903e+18,Belgium,undefined,undefined,,,Belgium,50.6402809,4.6667145
72,2023-02-24T08:00:35.000Z,1.62903e+18,Afghanistan,undefined,undefined,,,Afghanistan,33.7680065,66.2385139
73,2023-02-24T08:00:34.000Z,1.62903e+18,undefined,undefined,"Ankara,Türkiye",,,NA,-23.2335499,17.3231107
74,2023-02-24T08:00:32.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
75,2023-02-24T08:00:32.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
76,2023-02-24T08:00:31.000Z,1.62903e+18,"Hatay Merkez, Hatay",undefined,undefined,,,NA,-23.2335499,17.3231107
77,2023-02-24T08:00:29.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
78,2023-02-24T08:00:22.000Z,1.62903e+18,undefined,undefined,Siverek’teki Diyarbakırlı,,,NA,-23.2335499,17.3231107
79,2023-02-24T08:00:22.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
80,2023-02-24T08:00:22.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
81,2023-02-24T08:00:20.000Z,1.62903e+18,"Nong Khaem, Bangkok",undefined,undefined,,,Thailand,14.8971921,100.83273
82,2023-02-24T08:00:16.000Z,1.62903e+18,undefined,undefined,السعودية_,,,NA,-23.2335499,17.3231107
83,2023-02-24T08:00:14.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
84,2023-02-24T08:00:14.000Z,1.62903e+18,"Konya, Türkiye",undefined,undefined,,,Turkey,38.9597594,34.9249653
85,2023-02-24T08:00:14.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
86,2023-02-24T08:00:13.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
87,2023-02-24T08:00:11.000Z,1.62903e+18,İnternet,undefined,undefined,,,İnternet,5.56576695,-73.1852365
88,2023-02-24T08:00:09.000Z,1.62903e+18,İnternet,undefined,undefined,,,İnternet,5.56576695,-73.1852365
89,2023-02-24T08:00:04.000Z,1.62903e+18,The Netherlands,undefined,undefined,,,United States of America,39.7837304,-100.445882
90,2023-02-24T08:00:02.000Z,1.62903e+18,"Istanbul, Turkiye",undefined,undefined,,,Turkey,38.9597594,34.9249653
91,2023-02-24T08:00:02.000Z,1.62903e+18,Istanbul TR | Marshfield USA ,undefined,undefined,,,Turkey,38.9597594,34.9249653
92,2023-02-24T08:00:02.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
93,2023-02-24T08:00:00.000Z,1.62903e+18,Jeddah and Islamabad,undefined,undefined,,,Jeddah,21.5810088,39.1653612
94,2023-02-24T08:00:00.000Z,1.62903e+18,"Stockholm, Sweden",undefined,undefined,,,Sweden,59.6749712,14.5208584
95,2023-02-24T08:00:00.000Z,1.62903e+18,"Manhattan, NY",undefined,undefined,,,United States of America,39.7837304,-100.445882
96,2023-02-24T07:59:58.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
97,2023-02-24T07:59:57.000Z,1.62903e+18,adana,undefined,undefined,,,NA,-23.2335499,17.3231107
98,2023-02-24T07:59:55.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
99,2023-02-24T07:59:53.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
100,2023-02-24T07:59:53.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
101,2023-02-24T07:59:52.000Z,1.62903e+18,Liverpool❤️❤️YNWA😍❤️,undefined,undefined,,,NA,-23.2335499,17.3231107
102,2023-02-24T07:59:49.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
103,2023-02-24T07:59:47.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
104,2023-02-24T07:59:45.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
105,2023-02-24T07:59:45.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
106,2023-02-24T07:59:45.000Z,1.62903e+18,undefined,undefined,"Kadıköy, İstanbul",,,NA,-23.2335499,17.3231107
107,2023-02-24T07:59:42.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
108,2023-02-24T07:59:39.000Z,1.62903e+18,Vatican ,undefined,Vatican ,,,Vatican City,41.90381485,12.453152716391763
109,2023-02-24T07:59:38.000Z,1.62903e+18,Vatican ,undefined,Vatican ,,,Vatican City,41.90381485,12.453152716391763
110,2023-02-24T07:59:37.000Z,1.62903e+18,Vatican ,undefined,undefined,,,Vatican City,41.90381485,12.453152716391763
111,2023-02-24T07:59:36.000Z,1.62903e+18,undefined,Turkey,undefined,,,NA,-23.2335499,17.3231107
112,2023-02-24T07:59:30.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
113,2023-02-24T07:59:27.000Z,1.62903e+18,Galip İLHANER (VAN - İSTANBUL),undefined,undefined,,,NA,-23.2335499,17.3231107
114,2023-02-24T07:59:25.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
115,2023-02-24T07:59:20.000Z,1.62903e+18,"Arduinkaai 29, 1000 Brussels",undefined,undefined,,,NA,-23.2335499,17.3231107
116,2023-02-24T07:59:12.000Z,1.62903e+18,"Ankara, Türkiye",undefined,undefined,,,Turkey,38.9597594,34.9249653
117,2023-02-24T07:59:11.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
118,2023-02-24T07:59:10.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
119,2023-02-24T07:59:08.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
120,2023-02-24T07:59:06.000Z,1.62903e+18,"San Francisco, CA",United States,San Diego,,,United States of America,39.7837304,-100.445882
121,2023-02-24T07:59:02.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
122,2023-02-24T07:59:02.000Z,1.62903e+18,United States,undefined,Russia,,,United States of America,39.7837304,-100.445882
123,2023-02-24T07:59:01.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
124,2023-02-24T07:59:00.000Z,1.62903e+18,"Mersin, Türkiye",undefined,undefined,,,Turkey,38.9597594,34.9249653
125,2023-02-24T07:58:59.000Z,1.62903e+18,"İstanbul, Türkiye",undefined,undefined,,,İstanbul,41.0091982,28.9662187
126,2023-02-24T07:58:59.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
127,2023-02-24T07:58:54.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
128,2023-02-24T07:58:50.000Z,1.62903e+18,السعودية_,undefined,undefined,,,NA,-23.2335499,17.3231107
129,2023-02-24T07:58:50.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
130,2023-02-24T07:58:48.000Z,1.62903e+18,undefined,undefined,"England, United Kingdom",,,NA,-23.2335499,17.3231107
131,2023-02-24T07:58:42.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
132,2023-02-24T07:58:35.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
133,2023-02-24T07:58:34.000Z,1.62903e+18,Vienna,undefined,undefined,,,Austria,47.59397,14.12456
134,2023-02-24T07:58:33.000Z,1.62903e+18,Türkiye,undefined,undefined,,,Turkey,38.9597594,34.9249653
135,2023-02-24T07:58:32.000Z,1.62903e+18,Hatay,undefined,undefined,,,Turkey,38.9597594,34.9249653
136,2023-02-24T07:58:32.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
137,2023-02-24T07:58:27.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
138,2023-02-24T07:58:27.000Z,1.62903e+18,Türkiye,undefined,undefined,,,Turkey,38.9597594,34.9249653
139,2023-02-24T07:58:27.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
140,2023-02-24T07:58:25.000Z,1.62903e+18,"Denizli, Türkiye",undefined,undefined,,,Turkey,38.9597594,34.9249653
141,2023-02-24T07:58:20.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
142,2023-02-24T07:58:19.000Z,1.62903e+18,"Ankara, Türkiye",undefined,undefined,,,Turkey,38.9597594,34.9249653
143,2023-02-24T07:58:16.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
144,2023-02-24T07:58:14.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
145,2023-02-24T07:58:10.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
146,2023-02-24T07:58:10.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
147,2023-02-24T07:58:09.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
148,2023-02-24T07:58:08.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
149,2023-02-24T07:58:07.000Z,1.62903e+18,İnternet,undefined,undefined,,,İnternet,5.56576695,-73.1852365
150,2023-02-24T07:58:06.000Z,1.62903e+18,Ireland,Syria,undefined,,,Ireland,52.865196,-7.9794599
151,2023-02-24T07:58:06.000Z,1.62903e+18,İstanbul,undefined,undefined,,,İstanbul,41.0091982,28.9662187
152,2023-02-24T07:58:05.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
153,2023-02-24T07:58:05.000Z,1.62903e+18,İnternet,undefined,undefined,,,İnternet,5.56576695,-73.1852365
154,2023-02-24T07:58:04.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
155,2023-02-24T07:58:01.000Z,1.62903e+18,Amsterdam,undefined,undefined,,,Netherlands,52.2434979,5.6343227
156,2023-02-24T07:57:50.000Z,1.62903e+18,"Karamürsel, Türkiye",undefined,undefined,,,Turkey,38.9597594,34.9249653
157,2023-02-24T07:57:49.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
158,2023-02-24T07:57:47.000Z,1.62903e+18,"Bornova, İzmir",undefined,undefined,,,Bornova,38.4660651,27.2190721
159,2023-02-24T07:57:46.000Z,1.62903e+18,JAPAN,undefined,Global South ,,,Japan,36.5748441,139.2394179
160,2023-02-24T07:57:45.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
161,2023-02-24T07:57:37.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
162,2023-02-24T07:57:31.000Z,1.62903e+18,"İstanbul, Türkiye",undefined,undefined,,,İstanbul,41.0091982,28.9662187
163,2023-02-24T07:57:31.000Z,1.62903e+18,puerto varas,undefined,undefined,,,NA,-23.2335499,17.3231107
164,2023-02-24T07:57:30.000Z,1.62903e+18,"Abuja, Nigeria",undefined,undefined,,,Nigeria,9.6000359,7.9999721
165,2023-02-24T07:57:29.000Z,1.62903e+18,"İzmir, Türkiye",undefined,undefined,,,Turkey,38.9597594,34.9249653
166,2023-02-24T07:57:29.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
167,2023-02-24T07:57:29.000Z,1.62903e+18,"İstanbul, Türkiye",undefined,undefined,,,İstanbul,41.0091982,28.9662187
168,2023-02-24T07:57:28.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
169,2023-02-24T07:57:26.000Z,1.62903e+18,İnternet,undefined,undefined,,,İnternet,5.56576695,-73.1852365
170,2023-02-24T07:57:24.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
171,2023-02-24T07:57:21.000Z,1.62903e+18,"Kadirli, Osmaniye",undefined,undefined,,,Turkey,38.9597594,34.9249653
172,2023-02-24T07:57:20.000Z,1.62903e+18,İnternet,undefined,undefined,,,İnternet,5.56576695,-73.1852365
173,2023-02-24T07:57:19.000Z,1.62903e+18,"Adana, Türkiye",undefined,undefined,,,Turkey,38.9597594,34.9249653
174,2023-02-24T07:57:17.000Z,1.62903e+18,"Kadirli, Osmaniye",undefined,undefined,,,Turkey,38.9597594,34.9249653
175,2023-02-24T07:57:16.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
176,2023-02-24T07:57:14.000Z,1.62903e+18,İnternet,undefined,undefined,,,İnternet,5.56576695,-73.1852365
177,2023-02-24T07:57:12.000Z,1.62903e+18,London,undefined,undefined,,,United Kingdom,54.7023545,-3.2765753
178,2023-02-24T07:57:11.000Z,1.62903e+18,"İzmir, Türkiye",undefined,undefined,,,Turkey,38.9597594,34.9249653
179,2023-02-24T07:57:08.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,-23.2335499,17.3231107
180,2023-02-24T07:57:07.000Z,1.62903e+18,İnternet,undefined,undefined,,,İnternet,5.56576695,-73.1852365
181,2023-02-24T07:57:06.000Z,1.62903e+18,Dünya,undefined,undefined,,,Dünya,41.45818,25.0364435
182,2023-02-24T07:57:03.000Z,1.62903e+18,"Bornheim FFM, Deutschland",undefined,undefined,,,Germany,51.1638175,10.4478313
183,2023-02-24T07:57:00.000Z,1.62903e+18,QueenslandO,undefined,undefined,,,QueenslandO,,
184,2023-02-24T07:56:59.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,,
185,2023-02-24T07:56:59.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,,
186,2023-02-24T07:56:56.000Z,1.62903e+18,QueenslandO,undefined,undefined,,,QueenslandO,,
187,2023-02-24T07:56:52.000Z,1.62903e+18,"Kadirli, Osmaniye",undefined,undefined,,,Turkey,,
188,2023-02-24T07:56:50.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,,
189,2023-02-24T07:56:49.000Z,1.62903e+18,"Ankara, Türkiye",Syria,"Ankara, Türkiye",,,Turkey,,
190,2023-02-24T07:56:43.000Z,1.62903e+18,"Pendik, İstanbul",undefined,undefined,,,Turkey,,
191,2023-02-24T07:56:43.000Z,1.62903e+18,Konya ve Hatay - Türkiye,undefined,undefined,,,Turkey,,
192,2023-02-24T07:56:42.000Z,1.62903e+18,undefined,undefined,"İstanbul, Türkiye",,,NA,,
193,2023-02-24T07:56:40.000Z,1.62903e+18,Azerbaijan,undefined,undefined,,,Azerbaijan,,
194,2023-02-24T07:56:40.000Z,1.62903e+18,İstanbul,Turkey,undefined,,,İstanbul,,
195,2023-02-24T07:56:40.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,,
196,2023-02-24T07:56:38.000Z,1.62903e+18,İnternet,undefined,undefined,,,İnternet,,
197,2023-02-24T07:56:36.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,,
198,2023-02-24T07:56:35.000Z,1.62903e+18,Aydın ,undefined,undefined,,,Turkey,,
199,2023-02-24T07:56:34.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,,
200,2023-02-24T07:56:30.000Z,1.62903e+18,undefined,undefined,undefined,,,NA,,
201,2023-02-24T07:56:30.000Z,1.62903e+18,Bulgaria,undefined,undefined,,,,,
202,2023-02-24T07:56:28.000Z,1.62903e+18,Australia,undefined,undefined,,,,,
203,2023-02-24T07:56:26.000Z,1.62903e+18,Barcelona,undefined,undefined,,,,,
204,2023-02-24T07:56:24.000Z,1.62903e+18,İnternet,undefined,undefined,,,,,
205,2023-02-24T07:56:19.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
206,2023-02-24T07:56:16.000Z,1.62903e+18,İnternet,undefined,undefined,,,,,
207,2023-02-24T07:56:13.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
208,2023-02-24T07:56:12.000Z,1.62903e+18,GHANA,undefined,undefined,,,,,
209,2023-02-24T07:56:12.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
210,2023-02-24T07:56:10.000Z,1.62903e+18,İnternet,undefined,undefined,,,,,
211,2023-02-24T07:56:08.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
212,2023-02-24T07:56:08.000Z,1.62903e+18,hatay,undefined,undefined,,,,,
213,2023-02-24T07:56:06.000Z,1.62903e+18,"Ankara, Türkiye",undefined,undefined,,,,,
214,2023-02-24T07:56:03.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
215,2023-02-24T07:56:02.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
216,2023-02-24T07:56:01.000Z,1.62903e+18,"North Devon, England",undefined,Beijing,,,,,
217,2023-02-24T07:56:00.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
218,2023-02-24T07:55:57.000Z,1.62903e+18,Pakistan,undefined,undefined,,,,,
219,2023-02-24T07:55:56.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
220,2023-02-24T07:55:54.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
221,2023-02-24T07:55:53.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
222,2023-02-24T07:55:53.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
223,2023-02-24T07:55:51.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
224,2023-02-24T07:55:51.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
225,2023-02-24T07:55:51.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
226,2023-02-24T07:55:50.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
227,2023-02-24T07:55:49.000Z,1.62903e+18,"Yerwa, Maiduguri, Borno State",undefined,undefined,,,,,
228,2023-02-24T07:55:46.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
229,2023-02-24T07:55:43.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
230,2023-02-24T07:55:39.000Z,1.62903e+18,Antakya,undefined,undefined,,,,,
231,2023-02-24T07:55:38.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
232,2023-02-24T07:55:36.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
233,2023-02-24T07:55:36.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
234,2023-02-24T07:55:33.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
235,2023-02-24T07:55:32.000Z,1.62903e+18,Hatay,undefined,undefined,,,,,
236,2023-02-24T07:55:32.000Z,1.62903e+18,ATATÜRKEŞÇİ,undefined,Antakya,,,,,
237,2023-02-24T07:55:31.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
238,2023-02-24T07:55:30.000Z,1.62903e+18,Turkey,undefined,undefined,,,,,
239,2023-02-24T07:55:30.000Z,1.62903e+18,"South Hazelton, BC",undefined,undefined,,,,,
240,2023-02-24T07:55:30.000Z,1.62903e+18,undefined,undefined,Türkiye,,,,,
241,2023-02-24T07:55:25.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
242,2023-02-24T07:55:16.000Z,1.62903e+18,undefined,undefined,undefined,,,,,
